Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
85183.0;133256.0;75.0;SI
80537.0;134178.0;75.0;SI
85183.0;133256.0;75.0;SI
80537.0;134178.0;75.0;SI
100264.0;124894.0;100.0;SI
85271.0;83043.0;75.0;SI
80537.0;134178.0;75.0;SI
78942.0;89237.0;66.667;SI
100264.0;124894.0;100.0;SI
87692.0;79481.0;75.0;SI
78942.0;89237.0;66.667;SI
96331.0;126901.0;100.0;SI
96595.0;75922.0;75.0;SI
85183.0;133256.0;75.0;SI
85183.0;133256.0;75.0;SI
76765.0;49035.0;50.0;SI
85183.0;133256.0;75.0;SI
80537.0;134178.0;75.0;SI
98553.0;125370.0;100.0;SI
78942.0;89237.0;66.667;SI
85271.0;83043.0;75.0;SI
96910.0;126367.0;100.0;SI
111856.0;61526.0;75.0;SI
100264.0;124894.0;100.0;SI
76765.0;49035.0;50.0;SI
87692.0;79481.0;75.0;SI
85271.0;83043.0;75.0;SI
77113.0;46941.0;50.0;SI
100264.0;124894.0;100.0;SI
103230.0;62874.0;75.0;SI
99612.0;69074.0;75.0;SI
85183.0;133256.0;75.0;SI
85183.0;133256.0;75.0;SI
98553.0;125370.0;100.0;SI
111856.0;61526.0;75.0;SI
76765.0;49035.0;50.0;SI
96910.0;126367.0;100.0;SI
85183.0;133256.0;75.0;SI
77113.0;46941.0;50.0;SI
77213.0;91162.0;58.333;SI
84996.0;133911.0;75.0;SI
80537.0;134178.0;75.0;SI
85183.0;133256.0;75.0;SI
98553.0;125370.0;100.0;SI
98553.0;125370.0;100.0;SI
111856.0;61526.0;75.0;SI
85183.0;133256.0;75.0;SI
95478.0;136410.0;100.0;SI
87692.0;79481.0;75.0;SI
100102.0;64170.0;75.0;SI
95669.0;128429.0;100.0;SI
98553.0;125370.0;100.0;SI
80537.0;134178.0;75.0;SI
96595.0;75922.0;75.0;SI
111856.0;61526.0;75.0;SI
96331.0;126901.0;100.0;SI
93738.0;137941.0;100.0;SI
111856.0;61526.0;75.0;SI
84996.0;133911.0;75.0;SI
84996.0;133911.0;75.0;SI
80537.0;134178.0;75.0;SI
85183.0;133256.0;75.0;SI
101006.0;124894.0;100.0;SI
101006.0;124894.0;100.0;SI
77324.0;49035.0;50.0;SI
112519.0;61526.0;75.0;SI
94301.0;137941.0;100.0;SI
78954.0;91331.0;66.667;SI
78929.0;91162.0;58.333;SI
94301.0;137941.0;100.0;SI
85624.0;130070.0;75.0;SI
80858.0;134178.0;75.0;SI
86657.0;93149.0;75.0;SI
104405.0;62874.0;75.0;SI
79390.0;89237.0;66.667;SI
77932.0;95322.0;58.333;SI
86754.0;83043.0;75.0;SI
77334.0;46941.0;50.0;SI
85413.0;133256.0;75.0;SI
100290.0;72887.0;75.0;SI
91928.0;82066.0;75.0;SI
96407.0;126901.0;100.0;SI
86657.0;93149.0;75.0;SI
100906.0;64170.0;75.0;SI
98623.0;125370.0;100.0;SI
100521.0;66895.0;75.0;SI
94185.0;81433.0;75.0;SI
98070.0;75922.0;75.0;SI
96980.0;78613.0;75.0;SI
97329.0;126367.0;100.0;SI
95917.0;79481.0;75.0;SI
91928.0;82066.0;75.0;SI
94824.0;80137.0;75.0;SI
96407.0;126901.0;100.0;SI
80858.0;134178.0;75.0;SI
78929.0;91162.0;58.333;SI
98059.0;76470.0;75.0;SI
100906.0;64170.0;75.0;SI
98059.0;76470.0;75.0;SI
101006.0;124894.0;100.0;SI
