Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
519236.0;444966.0;90.909;SI
519277.0;290632.0;81.818;SI
513789.0;450067.0;90.909;SI
518670.0;298323.0;81.818;SI
513013.0;456679.0;90.909;SI
528486.0;443656.0;90.909;SI
530924.0;439330.0;90.909;SI
530924.0;439330.0;90.909;SI
519509.0;444319.0;90.909;SI
519277.0;290632.0;81.818;SI
520608.0;288628.0;81.818;SI
521948.0;254245.0;81.818;SI
513013.0;456679.0;90.909;SI
495735.0;472087.0;86.364;SI
519277.0;290632.0;81.818;SI
506125.0;476732.0;90.909;SI
533258.0;438964.0;90.909;SI
519285.0;448916.0;90.909;SI
514098.0;450067.0;90.909;SI
532894.0;443656.0;90.909;SI
532894.0;443656.0;90.909;SI
525379.0;446427.0;90.909;SI
530154.0;445660.0;90.909;SI
531793.0;445332.0;90.909;SI
520204.0;446791.0;90.909;SI
525379.0;446427.0;90.909;SI
525937.0;446388.0;90.909;SI
525737.0;286618.0;81.818;SI
536415.0;256203.0;81.818;SI
524008.0;289717.0;81.818;SI
536415.0;256203.0;81.818;SI
530242.0;261836.0;81.818;SI
536415.0;256203.0;81.818;SI
531080.0;258592.0;81.818;SI
525835.0;284694.0;81.818;SI
513265.0;456703.0;90.909;SI
513265.0;456703.0;90.909;SI
513049.0;464042.0;90.909;SI
519755.0;298620.0;81.818;SI
522568.0;293211.0;81.818;SI
519924.0;295135.0;81.818;SI
519785.0;296885.0;81.818;SI
508800.0;519471.0;90.909;SI
506726.0;457665.0;86.364;SI
511866.0;494937.0;90.909;SI
511305.0;446964.0;86.364;SI
517415.0;450067.0;90.909;SI
516381.0;451611.0;90.909;SI
532964.0;443656.0;90.909;SI
532964.0;443656.0;90.909;SI
532493.0;445608.0;90.909;SI
522735.0;448849.0;90.909;SI
527050.0;446764.0;90.909;SI
526077.0;448115.0;90.909;SI
524540.0;291614.0;81.818;SI
537587.0;256203.0;81.818;SI
536620.0;256809.0;81.818;SI
532093.0;258592.0;81.818;SI
525932.0;286618.0;81.818;SI
514469.0;456703.0;90.909;SI
513279.0;461546.0;90.909;SI
519961.0;295135.0;81.818;SI
506945.0;468351.0;86.364;SI
507107.0;457665.0;86.364;SI
512139.0;446163.0;86.364;SI
512430.0;429799.0;86.364;SI
511688.0;454733.0;86.364;SI
519067.0;450962.0;90.909;SI
516979.0;452078.0;90.909;SI
533427.0;443656.0;90.909;SI
533116.0;445332.0;90.909;SI
532967.0;445608.0;90.909;SI
524545.0;450095.0;90.909;SI
525338.0;450085.0;90.909;SI
525592.0;294756.0;81.818;SI
525902.0;293720.0;81.818;SI
538517.0;268908.0;81.818;SI
537647.0;277425.0;81.818;SI
527239.0;286618.0;81.818;SI
527007.0;289717.0;81.818;SI
527239.0;286618.0;81.818;SI
526614.0;290197.0;81.818;SI
527239.0;286618.0;81.818;SI
514700.0;481186.0;90.909;SI
514700.0;481186.0;90.909;SI
516069.0;474069.0;90.909;SI
520425.0;298323.0;81.818;SI
521707.0;295135.0;81.818;SI
521707.0;295135.0;81.818;SI
521707.0;295135.0;81.818;SI
507162.0;471982.0;86.364;SI
507162.0;471982.0;86.364;SI
507162.0;471982.0;86.364;SI
507414.0;460032.0;86.364;SI
507162.0;471982.0;86.364;SI
513179.0;517232.0;90.909;SI
513578.0;446163.0;86.364;SI
527745.0;286618.0;81.818;SI
527745.0;286618.0;81.818;SI
508543.0;605259.0;90.909;SI
