Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
490844.0;239459.0;80.0;SI
507691.0;217354.0;80.0;SI
511354.0;216970.0;80.0;SI
498214.0;219857.0;80.0;SI
500368.0;219458.0;80.0;SI
509467.0;217333.0;80.0;SI
504867.0;217948.0;80.0;SI
514657.0;214392.0;80.0;SI
497028.0;222490.0;80.0;SI
490314.0;872842.0;100.0;SI
486922.0;211054.0;75.0;SI
491197.0;225647.0;80.0;SI
514657.0;214392.0;80.0;SI
496220.0;224243.0;80.0;SI
509467.0;217333.0;80.0;SI
510491.0;217194.0;80.0;SI
512190.0;216318.0;80.0;SI
490314.0;872842.0;100.0;SI
491197.0;225647.0;80.0;SI
496575.0;833925.0;100.0;SI
499582.0;219857.0;80.0;SI
498747.0;222435.0;80.0;SI
499070.0;220755.0;80.0;SI
499070.0;220755.0;80.0;SI
507421.0;219120.0;80.0;SI
507421.0;219120.0;80.0;SI
489324.0;212656.0;75.0;SI
486967.0;225082.0;75.0;SI
517901.0;214392.0;80.0;SI
496422.0;224885.0;80.0;SI
511927.0;217948.0;80.0;SI
511927.0;217948.0;80.0;SI
511927.0;217948.0;80.0;SI
511927.0;217948.0;80.0;SI
513674.0;216318.0;80.0;SI
512781.0;217354.0;80.0;SI
490318.0;872842.0;100.0;SI
490318.0;872842.0;100.0;SI
492789.0;226515.0;80.0;SI
491279.0;245423.0;80.0;SI
491971.0;234431.0;80.0;SI
496245.0;226073.0;80.0;SI
499062.0;833925.0;100.0;SI
497271.0;853345.0;100.0;SI
499983.0;219912.0;80.0;SI
499463.0;222270.0;80.0;SI
508384.0;219120.0;80.0;SI
508109.0;219857.0;80.0;SI
489643.0;217411.0;75.0;SI
487632.0;243468.0;75.0;SI
524134.0;215260.0;80.0;SI
518353.0;216022.0;80.0;SI
496616.0;225120.0;80.0;SI
512499.0;219070.0;80.0;SI
513985.0;216970.0;80.0;SI
513985.0;216970.0;80.0;SI
497079.0;885387.0;100.0;SI
497079.0;885387.0;100.0;SI
494832.0;226743.0;80.0;SI
494590.0;227680.0;80.0;SI
492566.0;235950.0;80.0;SI
492286.0;240822.0;80.0;SI
492185.0;241794.0;80.0;SI
503579.0;833925.0;100.0;SI
503579.0;833925.0;100.0;SI
498812.0;865967.0;100.0;SI
522803.0;216890.0;80.0;SI
497323.0;885387.0;100.0;SI
503791.0;833925.0;100.0;SI
489955.0;225082.0;75.0;SI
492502.0;200213.0;75.0;SI
503601.0;857225.0;100.0;SI
514191.0;216970.0;80.0;SI
506632.0;220469.0;80.0;SI
490699.0;223517.0;75.0;SI
499176.0;869188.0;100.0;SI
500373.0;220497.0;80.0;SI
509128.0;219120.0;80.0;SI
492511.0;245423.0;80.0;SI
514191.0;216970.0;80.0;SI
499771.0;865967.0;100.0;SI
496854.0;225237.0;80.0;SI
500038.0;221899.0;80.0;SI
495434.0;228837.0;80.0;SI
509128.0;219120.0;80.0;SI
499771.0;865967.0;100.0;SI
494053.0;235950.0;80.0;SI
493090.0;239632.0;80.0;SI
492651.0;244937.0;80.0;SI
496845.0;227801.0;80.0;SI
494053.0;235950.0;80.0;SI
493788.0;238980.0;80.0;SI
495780.0;228548.0;80.0;SI
493090.0;239632.0;80.0;SI
500132.0;220755.0;80.0;SI
500276.0;220509.0;80.0;SI
492511.0;245423.0;80.0;SI
500373.0;220497.0;80.0;SI
509128.0;219120.0;80.0;SI
492511.0;245423.0;80.0;SI
