Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
<<<<<<< HEAD
512014.0;321065.0;93.333;SI
501542.0;324863.0;93.333;SI
512014.0;321065.0;93.333;SI
496387.0;340057.0;93.333;SI
512014.0;321065.0;93.333;SI
529061.0;311987.0;100.0;SI
523672.0;306019.0;93.333;SI
529061.0;311987.0;100.0;SI
526668.0;320165.0;100.0;SI
537521.0;302744.0;100.0;SI
510345.0;321966.0;93.333;SI
496830.0;337696.0;93.333;SI
505446.0;323416.0;93.333;SI
561424.0;297466.0;100.0;SI
509137.0;322395.0;93.333;SI
540368.0;301260.0;100.0;SI
513034.0;316359.0;93.333;SI
565259.0;295004.0;100.0;SI
528019.0;316521.0;100.0;SI
540762.0;300426.0;100.0;SI
548842.0;298957.0;100.0;SI
523146.0;307715.0;93.333;SI
491823.0;303124.0;86.667;SI
550378.0;298030.0;100.0;SI
517796.0;310597.0;93.333;SI
554827.0;297556.0;100.0;SI
521489.0;310318.0;93.333;SI
514901.0;330611.0;100.0;SI
526668.0;320165.0;100.0;SI
537521.0;302744.0;100.0;SI
534701.0;308118.0;100.0;SI
562066.0;296670.0;100.0;SI
499905.0;326212.0;93.333;SI
502248.0;326144.0;93.333;SI
504269.0;324863.0;93.333;SI
526062.0;306019.0;93.333;SI
529330.0;311987.0;100.0;SI
512019.0;322259.0;93.333;SI
498252.0;339544.0;93.333;SI
498252.0;339544.0;93.333;SI
498252.0;339544.0;93.333;SI
498252.0;339544.0;93.333;SI
505942.0;324590.0;93.333;SI
511485.0;322395.0;93.333;SI
513118.0;316359.0;93.333;SI
545574.0;300426.0;100.0;SI
545574.0;300426.0;100.0;SI
545574.0;300426.0;100.0;SI
541954.0;301260.0;100.0;SI
545574.0;300426.0;100.0;SI
544366.0;300786.0;100.0;SI
545574.0;300426.0;100.0;SI
545574.0;300426.0;100.0;SI
524171.0;309104.0;93.333;SI
524798.0;307715.0;93.333;SI
495351.0;350871.0;86.667;SI
496178.0;380326.0;93.333;SI
497061.0;378782.0;93.333;SI
554760.0;300336.0;100.0;SI
520558.0;311179.0;93.333;SI
518829.0;313230.0;93.333;SI
556815.0;298030.0;100.0;SI
556815.0;298030.0;100.0;SI
555644.0;300262.0;100.0;SI
556631.0;299825.0;100.0;SI
556815.0;298030.0;100.0;SI
521500.0;310318.0;93.333;SI
521500.0;310318.0;93.333;SI
516847.0;364737.0;100.0;SI
516292.0;373183.0;100.0;SI
517231.0;335343.0;100.0;SI
516292.0;373183.0;100.0;SI
521020.0;332863.0;100.0;SI
527690.0;327127.0;100.0;SI
527690.0;327127.0;100.0;SI
539020.0;302744.0;100.0;SI
535770.0;309643.0;100.0;SI
536862.0;308118.0;100.0;SI
563270.0;297466.0;100.0;SI
565905.0;297234.0;100.0;SI
501268.0;327739.0;93.333;SI
500318.0;334283.0;93.333;SI
495404.0;458558.0;93.333;SI
564045.0;297466.0;100.0;SI
517350.0;381026.0;100.0;SI
521735.0;311179.0;93.333;SI
496578.0;380326.0;93.333;SI
519159.0;368700.0;100.0;SI
521410.0;334964.0;100.0;SI
498720.0;345838.0;93.333;SI
496578.0;380326.0;93.333;SI
526840.0;334129.0;100.0;SI
530011.0;316521.0;100.0;SI
502971.0;326183.0;93.333;SI
556870.0;299132.0;100.0;SI
552346.0;300426.0;100.0;SI
501699.0;337696.0;93.333;SI
509660.0;324863.0;93.333;SI
516002.0;316359.0;93.333;SI
544833.0;300990.0;100.0;SI
=======
722014.0;391065.0;93.333;SI
711542.0;394863.0;93.333;SI
722014.0;391065.0;93.333;SI
706387.0;410057.0;93.333;SI
722014.0;391065.0;93.333;SI
809061.0;311987.0;100.0;SI
