7 7 7 3 2 0 0 0 8 7 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 4 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 2 2 0 0 0 5 5 0 8 6 0 -1 7 2 -1 0 8 8 -1 0 0 0 6 6 0 0 0 -1 5 0 0 5 0 8 0 8 8 0 8 0 8 0 0 5 0 7 7 7 5 5 0 
7 7 7 3 2 0 0 0 8 7 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 4 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 2 2 0 0 0 5 6 0 8 6 0 -1 7 2 -1 0 8 8 -1 0 0 0 6 6 0 0 0 -1 5 0 0 5 0 8 0 8 8 0 8 0 8 0 0 5 0 7 7 7 5 5 0 
7 7 7 2 2 0 0 0 6 6 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 6 6 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 5 5 1 
7 7 7 2 2 0 0 0 5 5 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 3 2 0 0 2 7 8 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 2 2 0 0 0 5 6 0 8 6 0 -1 7 2 -1 0 8 8 -1 0 0 0 6 6 0 0 0 -1 5 0 0 5 0 8 0 8 8 0 8 0 8 0 0 5 1 7 7 8 5 5 0 
7 7 7 2 2 0 0 0 8 8 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 2 7 2 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 5 6 1 
7 7 7 2 2 0 0 0 5 7 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 2 2 0 0 0 6 6 0 8 6 0 -1 7 2 -1 0 8 8 -1 0 0 0 6 6 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 1 7 7 8 5 5 0 
7 7 7 3 2 0 0 0 7 7 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 3 2 0 0 2 7 8 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 3 2 0 0 0 7 8 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 2 2 0 0 0 7 7 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 2 2 0 0 0 7 7 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 3 2 0 0 0 7 7 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 3 2 0 0 0 7 8 0 8 0 0 -1 7 2 -1 0 8 8 -1 0 0 0 7 7 0 0 0 -1 5 0 0 5 0 5 0 8 8 0 8 0 8 0 0 5 0 7 7 8 6 6 1 
7 7 7 2 2 0 0 0 6 8 0 8 6 0 -1 7 2 -1 0 8 8 -1 0 0 0 6 6 0 0 0 -1 5 0 0 5 0 8 0 8 8 0 8 0 8 0 0 5 1 7 7 8 5 5 0 
