Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
<<<<<<< HEAD
1472955.0;616533.0;66.667;SI
1475451.0;557661.0;66.667;SI
1472955.0;616533.0;66.667;SI
1463597.0;438363.0;93.333;SI
1430953.0;443529.0;86.667;SI
1406361.0;356780.0;73.333;SI
1407506.0;354213.0;73.333;SI
1419273.0;456464.0;86.667;SI
1468570.0;730434.0;73.333;SI
1467902.0;751198.0;73.333;SI
1435331.0;441945.0;86.667;SI
1456295.0;439413.0;93.333;SI
1415605.0;395473.0;80.0;SI
1436889.0;421114.0;86.667;SI
1443960.0;384961.0;86.667;SI
1407506.0;354213.0;73.333;SI
1475099.0;616533.0;66.667;SI
1465411.0;438363.0;93.333;SI
1431527.0;443529.0;86.667;SI
1477453.0;538795.0;66.667;SI
1477334.0;613390.0;66.667;SI
1419615.0;391214.0;80.0;SI
1429383.0;456464.0;86.667;SI
1424393.0;456944.0;86.667;SI
1424393.0;456944.0;86.667;SI
1472122.0;733895.0;73.333;SI
1471823.0;750786.0;73.333;SI
1467989.0;695287.0;66.667;SI
1461721.0;445974.0;93.333;SI
1457230.0;451570.0;93.333;SI
1418616.0;396072.0;80.0;SI
1438854.0;443198.0;86.667;SI
1439443.0;436120.0;86.667;SI
1448333.0;421236.0;86.667;SI
1448333.0;421236.0;86.667;SI
1445806.0;421936.0;86.667;SI
1444250.0;423852.0;86.667;SI
1448967.0;417738.0;86.667;SI
1446236.0;421793.0;86.667;SI
1448333.0;421236.0;86.667;SI
1407719.0;451630.0;80.0;SI
1409514.0;354213.0;73.333;SI
1475462.0;647910.0;66.667;SI
1466454.0;438363.0;93.333;SI
1433910.0;451093.0;86.667;SI
1436413.0;443728.0;86.667;SI
1433910.0;451093.0;86.667;SI
1436413.0;443728.0;86.667;SI
1477591.0;573301.0;66.667;SI
1424519.0;456944.0;86.667;SI
1474940.0;736480.0;73.333;SI
1474940.0;736480.0;73.333;SI
1471829.0;750786.0;73.333;SI
1471829.0;750786.0;73.333;SI
1468070.0;709449.0;66.667;SI
1470624.0;697081.0;66.667;SI
1420316.0;396072.0;80.0;SI
1439269.0;443198.0;86.667;SI
1444036.0;440453.0;86.667;SI
1444603.0;437259.0;86.667;SI
1444603.0;437259.0;86.667;SI
1457545.0;421046.0;86.667;SI
1459296.0;418882.0;86.667;SI
1459296.0;418882.0;86.667;SI
