Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
<<<<<<< HEAD
83192.0;282802.0;90.0;SI
137975.0;224195.0;100.0;SI
107692.0;223307.0;95.0;SI
83596.0;267078.0;90.0;SI
94198.0;212556.0;90.0;SI
132040.0;225519.0;100.0;SI
94198.0;212556.0;90.0;SI
91130.0;226637.0;90.0;SI
87740.0;253709.0;90.0;SI
87740.0;253709.0;90.0;SI
92298.0;222919.0;90.0;SI
88431.0;252131.0;90.0;SI
92298.0;222919.0;90.0;SI
122172.0;237399.0;100.0;SI
122172.0;237399.0;100.0;SI
91130.0;226637.0;90.0;SI
88224.0;252174.0;90.0;SI
94198.0;212556.0;90.0;SI
87740.0;253709.0;90.0;SI
92298.0;222919.0;90.0;SI
122172.0;237399.0;100.0;SI
91130.0;226637.0;90.0;SI
87740.0;253709.0;90.0;SI
92298.0;222919.0;90.0;SI
122172.0;237399.0;100.0;SI
87740.0;253709.0;90.0;SI
122172.0;237399.0;100.0;SI
87740.0;253709.0;90.0;SI
122172.0;237399.0;100.0;SI
87740.0;253709.0;90.0;SI
87740.0;253709.0;90.0;SI
122172.0;237399.0;100.0;SI
91130.0;226637.0;90.0;SI
91130.0;226637.0;90.0;SI
133096.0;224413.0;100.0;SI
122172.0;237399.0;100.0;SI
122172.0;237399.0;100.0;SI
137975.0;224195.0;100.0;SI
122172.0;237399.0;100.0;SI
137975.0;224195.0;100.0;SI
103157.0;224465.0;95.0;SI
126056.0;226819.0;100.0;SI
133096.0;224413.0;100.0;SI
124512.0;234141.0;100.0;SI
125221.0;233405.0;100.0;SI
86632.0;255312.0;90.0;SI
107692.0;223307.0;95.0;SI
122172.0;237399.0;100.0;SI
117534.0;241170.0;100.0;SI
125221.0;233405.0;100.0;SI
124512.0;234141.0;100.0;SI
122172.0;237399.0;100.0;SI
111550.0;261387.0;100.0;SI
122172.0;237399.0;100.0;SI
86632.0;255312.0;90.0;SI
94198.0;212556.0;90.0;SI
119603.0;237745.0;100.0;SI
122172.0;237399.0;100.0;SI
113817.0;254268.0;100.0;SI
99401.0;236201.0;95.0;SI
124512.0;234141.0;100.0;SI
92298.0;222919.0;90.0;SI
122172.0;237399.0;100.0;SI
137975.0;224195.0;100.0;SI
111550.0;261387.0;100.0;SI
90408.0;235207.0;90.0;SI
88459.0;241307.0;90.0;SI
111550.0;261387.0;100.0;SI
125486.0;231601.0;100.0;SI
87740.0;253709.0;90.0;SI
91130.0;226637.0;90.0;SI
122172.0;237399.0;100.0;SI
89150.0;239729.0;90.0;SI
90408.0;235207.0;90.0;SI
90408.0;235207.0;90.0;SI
87740.0;253709.0;90.0;SI
94198.0;212556.0;90.0;SI
87740.0;253709.0;90.0;SI
137975.0;224195.0;100.0;SI
99401.0;236201.0;95.0;SI
86072.0;256754.0;90.0;SI
116790.0;243125.0;100.0;SI
87740.0;253709.0;90.0;SI
86632.0;255312.0;90.0;SI
88459.0;241307.0;90.0;SI
133096.0;224413.0;100.0;SI
122286.0;234916.0;100.0;SI
86982.0;253941.0;90.0;SI
87740.0;253709.0;90.0;SI
113817.0;254268.0;100.0;SI
113817.0;254268.0;100.0;SI
126056.0;226819.0;100.0;SI
87740.0;253709.0;90.0;SI
86632.0;255312.0;90.0;SI
87740.0;253709.0;90.0;SI
86632.0;255312.0;90.0;SI
83627.0;299730.0;90.0;SI
134918.0;224605.0;100.0;SI
106379.0;224778.0;95.0;SI
116828.0;279040.0;100.0;SI
=======
153192.0;422802.0;90.0;SI
207975.0;224195.0;100.0;SI
177692.0;293307.0;95.0;SI
153596.0;407078.0;90.0;SI
164198.0;352556.0;90.0;SI
202040.0;225519.0;100.0;SI
164198.0;352556.0;90.0;SI
161130.0;366637.0;90.0;SI
157740.0;393709.0;90.0;SI
157740.0;393709.0;90.0;SI
