Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
<<<<<<< HEAD
1275428.0;364704.0;85.0;SI
1254170.0;455961.0;90.0;SI
1258493.0;383257.0;85.0;SI
1289824.0;426817.0;90.0;SI
1258680.0;378989.0;85.0;SI
1242568.0;393849.0;85.0;SI
1278212.0;429930.0;90.0;SI
1312171.0;424265.0;90.0;SI
1263029.0;378621.0;85.0;SI
1247711.0;462688.0;90.0;SI
1242568.0;393849.0;85.0;SI
1287296.0;428715.0;90.0;SI
1271283.0;437224.0;90.0;SI
1258493.0;383257.0;85.0;SI
1268966.0;371813.0;85.0;SI
1312772.0;420428.0;90.0;SI
1304041.0;425018.0;90.0;SI
1293331.0;426817.0;90.0;SI
1292669.0;428555.0;90.0;SI
1293331.0;426817.0;90.0;SI
1293331.0;426817.0;90.0;SI
1262353.0;451620.0;90.0;SI
1286503.0;364898.0;85.0;SI
1285322.0;366043.0;85.0;SI
1264165.0;378989.0;85.0;SI
1264165.0;378989.0;85.0;SI
1264165.0;378989.0;85.0;SI
1249158.0;470628.0;90.0;SI
1244647.0;403119.0;85.0;SI
1253896.0;396030.0;85.0;SI
1287579.0;433393.0;90.0;SI
1292177.0;431319.0;90.0;SI
1290456.0;432413.0;90.0;SI
1278339.0;367277.0;85.0;SI
1260968.0;462742.0;90.0;SI
1269040.0;371813.0;85.0;SI
1317513.0;423623.0;90.0;SI
1326639.0;423205.0;90.0;SI
1310279.0;426781.0;90.0;SI
1315092.0;425334.0;90.0;SI
1310279.0;426781.0;90.0;SI
1299543.0;427786.0;90.0;SI
1294289.0;429679.0;90.0;SI
1294289.0;429679.0;90.0;SI
1294435.0;428318.0;90.0;SI
1262895.0;453810.0;90.0;SI
1263882.0;452976.0;90.0;SI
1264409.0;382016.0;85.0;SI
1265670.0;378989.0;85.0;SI
1250639.0;470628.0;90.0;SI
1245803.0;403119.0;85.0;SI
1289053.0;366194.0;85.0;SI
1292273.0;431319.0;90.0;SI
1292273.0;431319.0;90.0;SI
1292273.0;431319.0;90.0;SI
1292273.0;431319.0;90.0;SI
1292273.0;431319.0;90.0;SI
1292273.0;431319.0;90.0;SI
1290704.0;433711.0;90.0;SI
1279151.0;369429.0;85.0;SI
1279129.0;440144.0;90.0;SI
1280250.0;367277.0;85.0;SI
1262802.0;398408.0;85.0;SI
1278400.0;371880.0;85.0;SI
1278400.0;371880.0;85.0;SI
1269537.0;443963.0;90.0;SI
1278158.0;373937.0;85.0;SI
1270168.0;373945.0;85.0;SI
1318828.0;423623.0;90.0;SI
1317569.0;426406.0;90.0;SI
1316971.0;426464.0;90.0;SI
1311517.0;426781.0;90.0;SI
1297612.0;429663.0;90.0;SI
1302363.0;428515.0;90.0;SI
1300026.0;428672.0;90.0;SI
1294455.0;429679.0;90.0;SI
1263691.0;394011.0;85.0;SI
1263923.0;382988.0;85.0;SI
1265044.0;452426.0;90.0;SI
1266111.0;378989.0;85.0;SI
1266111.0;378989.0;85.0;SI
1266111.0;378989.0;85.0;SI
1253585.0;470628.0;90.0;SI
1247448.0;403119.0;85.0;SI
1247448.0;403119.0;85.0;SI
1292347.0;431319.0;90.0;SI
1291895.0;366527.0;85.0;SI
1279380.0;371773.0;85.0;SI
1279380.0;371773.0;85.0;SI
1280028.0;440144.0;90.0;SI
1281003.0;367277.0;85.0;SI
1263610.0;398408.0;85.0;SI
1270379.0;373945.0;85.0;SI
1319115.0;423623.0;90.0;SI
1318962.0;423985.0;90.0;SI
1312607.0;428283.0;90.0;SI
1248663.0;403119.0;85.0;SI
1320447.0;423623.0;90.0;SI
1264333.0;398408.0;85.0;SI
1317221.0;428383.0;90.0;SI
=======
1905428.0;574704.0;85.0;SI
1884170.0;595961.0;90.0;SI
1888493.0;593257.0;85.0;SI
1919824.0;566817.0;90.0;SI
1888680.0;588989.0;85.0;SI
1872568.0;603849.0;85.0;SI
1908212.0;569930.0;90.0;SI
1942171.0;564265.0;90.0;SI
1893029.0;588621.0;85.0;SI
1877711.0;602688.0;90.0;SI
1872568.0;603849.0;85.0;SI
1917296.0;568715.0;90.0;SI
1901283.0;577224.0;90.0;SI
1888493.0;593257.0;85.0;SI
1898966.0;581813.0;85.0;SI
1942772.0;560428.0;90.0;SI
1934041.0;565018.0;90.0;SI
1923331.0;566817.0;90.0;SI
1922669.0;568555.0;90.0;SI
1923331.0;566817.0;90.0;SI
1923331.0;566817.0;90.0;SI
1892353.0;591620.0;90.0;SI
1916503.0;574898.0;85.0;SI
1915322.0;576043.0;85.0;SI
