Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
<<<<<<< HEAD
522244.0;305337.0;82.609;SI
522988.0;304770.0;82.609;SI
540640.0;299309.0;82.609;SI
499247.0;342517.0;82.609;SI
492305.0;344000.0;82.609;SI
517273.0;310127.0;82.609;SI
522244.0;305337.0;82.609;SI
542874.0;299021.0;82.609;SI
545879.0;296696.0;82.609;SI
516143.0;318172.0;82.609;SI
506082.0;330788.0;82.609;SI
520139.0;308632.0;82.609;SI
520139.0;308632.0;82.609;SI
522988.0;304770.0;82.609;SI
522244.0;305337.0;82.609;SI
483250.0;379148.0;82.609;SI
516464.0;312151.0;82.609;SI
524619.0;299432.0;82.609;SI
522244.0;305337.0;82.609;SI
489302.0;377653.0;82.609;SI
493922.0;357504.0;82.609;SI
492659.0;357510.0;82.609;SI
505548.0;345574.0;82.609;SI
494194.0;346133.0;82.609;SI
544071.0;299309.0;82.609;SI
545961.0;298466.0;82.609;SI
507847.0;335469.0;82.609;SI
511831.0;331496.0;82.609;SI
511831.0;331496.0;82.609;SI
508899.0;332207.0;82.609;SI
507391.0;342517.0;82.609;SI
506959.0;342743.0;82.609;SI
507391.0;342517.0;82.609;SI
507847.0;335469.0;82.609;SI
522194.0;309199.0;82.609;SI
520369.0;309453.0;82.609;SI
522194.0;309199.0;82.609;SI
520369.0;309453.0;82.609;SI
522194.0;309199.0;82.609;SI
483737.0;379148.0;82.609;SI
483606.0;369429.0;73.913;SI
519715.0;315554.0;82.609;SI
519715.0;315554.0;82.609;SI
519715.0;315554.0;82.609;SI
516700.0;318463.0;82.609;SI
534625.0;300814.0;82.609;SI
525513.0;302452.0;82.609;SI
534625.0;300814.0;82.609;SI
528903.0;302126.0;82.609;SI
528143.0;302191.0;82.609;SI
531228.0;301855.0;82.609;SI
534625.0;300814.0;82.609;SI
542816.0;300200.0;82.609;SI
524791.0;304974.0;82.609;SI
522475.0;305337.0;82.609;SI
489802.0;377653.0;82.609;SI
493857.0;357510.0;82.609;SI
493513.0;363639.0;82.609;SI
505142.0;347122.0;82.609;SI
494207.0;357189.0;82.609;SI
500256.0;356819.0;82.609;SI
504210.0;356766.0;82.609;SI
500256.0;356819.0;82.609;SI
504228.0;354077.0;82.609;SI
544402.0;299924.0;82.609;SI
546655.0;299021.0;82.609;SI
512564.0;331901.0;82.609;SI
511342.0;332207.0;82.609;SI
509446.0;342517.0;82.609;SI
511112.0;336514.0;82.609;SI
510296.0;340487.0;82.609;SI
510296.0;340487.0;82.609;SI
521137.0;309453.0;82.609;SI
520579.0;312342.0;82.609;SI
486856.0;379148.0;82.609;SI
486856.0;379148.0;82.609;SI
486856.0;379148.0;82.609;SI
485696.0;379974.0;82.609;SI
484227.0;396392.0;82.609;SI
484227.0;396392.0;82.609;SI
486856.0;379148.0;82.609;SI
520339.0;315554.0;82.609;SI
520339.0;315554.0;82.609;SI
528006.0;302452.0;82.609;SI
526137.0;304396.0;82.609;SI
528006.0;302452.0;82.609;SI
526711.0;304011.0;82.609;SI
529765.0;302126.0;82.609;SI
529765.0;302126.0;82.609;SI
529765.0;302126.0;82.609;SI
529765.0;302126.0;82.609;SI
529436.0;302191.0;82.609;SI
529436.0;302191.0;82.609;SI
535327.0;300814.0;82.609;SI
535327.0;300814.0;82.609;SI
525389.0;305250.0;82.609;SI
522662.0;306341.0;82.609;SI
524975.0;305560.0;82.609;SI
491229.0;377653.0;82.609;SI
556285.0;299048.0;82.609;SI
=======
872244.0;585337.0;82.609;SI
872988.0;584770.0;82.609;SI
890640.0;579309.0;82.609;SI
849247.0;622517.0;82.609;SI
842305.0;624000.0;82.609;SI
867273.0;590127.0;82.609;SI
872244.0;585337.0;82.609;SI
892874.0;579021.0;82.609;SI
895879.0;576696.0;82.609;SI
866143.0;598172.0;82.609;SI
856082.0;610788.0;82.609;SI
870139.0;588632.0;82.609;SI
870139.0;588632.0;82.609;SI
872988.0;584770.0;82.609;SI
872244.0;585337.0;82.609;SI
833250.0;659148.0;82.609;SI
866464.0;592151.0;82.609;SI
874619.0;579432.0;82.609;SI
872244.0;585337.0;82.609;SI
839302.0;657653.0;82.609;SI
843922.0;637504.0;82.609;SI
842659.0;637510.0;82.609;SI
855548.0;625574.0;82.609;SI
844194.0;626133.0;82.609;SI
894071.0;579309.0;82.609;SI
895961.0;578466.0;82.609;SI
857847.0;615469.0;82.609;SI
861831.0;611496.0;82.609;SI
861831.0;611496.0;82.609;SI
858899.0;612207.0;82.609;SI
857391.0;622517.0;82.609;SI
856959.0;622743.0;82.609;SI
857391.0;622517.0;82.609;SI
857847.0;615469.0;82.609;SI
872194.0;589199.0;82.609;SI
870369.0;589453.0;82.609;SI
872194.0;589199.0;82.609;SI
870369.0;589453.0;82.609;SI
872194.0;589199.0;82.609;SI
833737.0;659148.0;82.609;SI
833606.0;789429.0;73.913;SI
869715.0;595554.0;82.609;SI
869715.0;595554.0;82.609;SI
